usage_id,device_id,apartment_id,usage_date,consumption_m3
USE-20260512-009-004,WTR-009-004,APT-009-004,2026-05-12,0.454
USE-20260512-009-005,WTR-009-005,APT-009-005,2026-05-12,0.679
USE-20260512-009-006,WTR-009-006,APT-009-006,2026-05-12,0.616
USE-20260512-009-007,WTR-009-007,APT-009-007,2026-05-12,0.65
USE-20260512-009-008,WTR-009-008,APT-009-008,2026-05-12,0.558
USE-20260512-009-009,WTR-009-009,APT-009-009,2026-05-12,0.52
USE-20260512-009-010,WTR-009-010,APT-009-010,2026-05-12,0.42
USE-20260512-009-011,WTR-009-011,APT-009-011,2026-05-12,0.555
USE-20260512-009-012,WTR-009-012,APT-009-012,2026-05-12,0.534
USE-20260512-009-013,WTR-009-013,APT-009-013,2026-05-12,0.664
USE-20260512-009-014,WTR-009-014,APT-009-014,2026-05-12,0.631
USE-20260512-009-015,WTR-009-015,APT-009-015,2026-05-12,0.577
USE-20260512-009-016,WTR-009-016,APT-009-016,2026-05-12,0.43
USE-20260512-009-017,WTR-009-017,APT-009-017,2026-05-12,0.508
USE-20260512-009-018,WTR-009-018,APT-009-018,2026-05-12,0.292
USE-20260512-009-019,WTR-009-019,APT-009-019,2026-05-12,0.545
USE-20260512-009-020,WTR-009-020,APT-009-020,2026-05-12,0.33
USE-20260512-009-021,WTR-009-021,APT-009-021,2026-05-12,0.725
USE-20260512-009-022,WTR-009-022,APT-009-022,2026-05-12,0.631
USE-20260512-009-023,WTR-009-023,APT-009-023,2026-05-12,0.574
USE-20260512-009-024,WTR-009-024,APT-009-024,2026-05-12,0.38
USE-20260512-009-025,WTR-009-025,APT-009-025,2026-05-12,0.707
USE-20260512-009-026,WTR-009-026,APT-009-026,2026-05-12,0.692
USE-20260512-009-027,WTR-009-027,APT-009-027,2026-05-12,0.521
USE-20260512-009-028,WTR-009-028,APT-009-028,2026-05-12,0.289
USE-20260512-009-029,WTR-009-029,APT-009-029,2026-05-12,0.855
USE-20260512-009-030,WTR-009-030,APT-009-030,2026-05-12,0.455
USE-20260512-009-031,WTR-009-031,APT-009-031,2026-05-12,0.687
USE-20260512-009-032,WTR-009-032,APT-009-032,2026-05-12,0.444
USE-20260512-009-033,WTR-009-033,APT-009-033,2026-05-12,0.191
USE-20260512-009-034,WTR-009-034,APT-009-034,2026-05-12,0.801
USE-20260512-009-035,WTR-009-035,APT-009-035,2026-05-12,0.531
USE-20260512-009-036,WTR-009-036,APT-009-036,2026-05-12,0.742
USE-20260512-009-037,WTR-009-037,APT-009-037,2026-05-12,0.511
USE-20260512-009-038,WTR-009-038,APT-009-038,2026-05-12,0.941
USE-20260512-009-039,WTR-009-039,APT-009-039,2026-05-12,0.552
USE-20260512-009-040,WTR-009-040,APT-009-040,2026-05-12,0.954
USE-20260512-009-041,WTR-009-041,APT-009-041,2026-05-12,0.413
USE-20260512-009-042,WTR-009-042,APT-009-042,2026-05-12,0.432
USE-20260512-009-043,WTR-009-043,APT-009-043,2026-05-12,0.51
USE-20260512-009-044,WTR-009-044,APT-009-044,2026-05-12,0.392
USE-20260512-009-045,WTR-009-045,APT-009-045,2026-05-12,0.458
USE-20260512-009-046,WTR-009-046,APT-009-046,2026-05-12,0.588
USE-20260512-009-047,WTR-009-047,APT-009-047,2026-05-12,0.494
USE-20260512-009-048,WTR-009-048,APT-009-048,2026-05-12,0.364
USE-20260512-009-049,WTR-009-049,APT-009-049,2026-05-12,0.654
USE-20260512-009-050,WTR-009-050,APT-009-050,2026-05-12,0.94
USE-20260512-010-001,WTR-010-001,APT-010-001,2026-05-12,0.54
USE-20260512-010-002,WTR-010-002,APT-010-002,2026-05-12,0.621
USE-20260512-010-003,WTR-010-003,APT-010-003,2026-05-12,0.517
USE-20260512-010-004,WTR-010-004,APT-010-004,2026-05-12,0.848
USE-20260512-010-005,WTR-010-005,APT-010-005,2026-05-12,0.519
USE-20260512-010-006,WTR-010-006,APT-010-006,2026-05-12,0.702
USE-20260512-010-007,WTR-010-007,APT-010-007,2026-05-12,0.519
USE-20260512-010-008,WTR-010-008,APT-010-008,2026-05-12,0.511
USE-20260512-010-009,WTR-010-009,APT-010-009,2026-05-12,0.465
USE-20260512-010-010,WTR-010-010,APT-010-010,2026-05-12,0.608
USE-20260512-010-011,WTR-010-011,APT-010-011,2026-05-12,0.553
USE-20260512-010-012,WTR-010-012,APT-010-012,2026-05-12,0.516
USE-20260512-010-013,WTR-010-013,APT-010-013,2026-05-12,0.346
USE-20260512-010-014,WTR-010-014,APT-010-014,2026-05-12,0.721
USE-20260512-010-015,WTR-010-015,APT-010-015,2026-05-12,0.745
USE-20260512-010-016,WTR-010-016,APT-010-016,2026-05-12,0.427
USE-20260512-010-017,WTR-010-017,APT-010-017,2026-05-12,0.605
USE-20260512-010-018,WTR-010-018,APT-010-018,2026-05-12,0.742
USE-20260512-010-019,WTR-010-019,APT-010-019,2026-05-12,0.742
USE-20260512-010-020,WTR-010-020,APT-010-020,2026-05-12,0.867
USE-20260512-010-021,WTR-010-021,APT-010-021,2026-05-12,0.155
USE-20260512-010-022,WTR-010-022,APT-010-022,2026-05-12,0.357
USE-20260512-010-023,WTR-010-023,APT-010-023,2026-05-12,0.684
USE-20260512-010-024,WTR-010-024,APT-010-024,2026-05-12,0.711
USE-20260512-010-025,WTR-010-025,APT-010-025,2026-05-12,0.611
USE-20260512-010-026,WTR-010-026,APT-010-026,2026-05-12,0.44
USE-20260512-010-027,WTR-010-027,APT-010-027,2026-05-12,0.29
USE-20260512-010-028,WTR-010-028,APT-010-028,2026-05-12,0.655
USE-20260512-010-029,WTR-010-029,APT-010-029,2026-05-12,0.455
USE-20260512-010-030,WTR-010-030,APT-010-030,2026-05-12,0.372
USE-20260512-010-031,WTR-010-031,APT-010-031,2026-05-12,1.118
USE-20260512-010-032,WTR-010-032,APT-010-032,2026-05-12,0.782
USE-20260512-010-033,WTR-010-033,APT-010-033,2026-05-12,0.72
USE-20260512-010-034,WTR-010-034,APT-010-034,2026-05-12,0.589
USE-20260512-010-035,WTR-010-035,APT-010-035,2026-05-12,0.692
USE-20260512-010-036,WTR-010-036,APT-010-036,2026-05-12,0.733
USE-20260512-010-037,WTR-010-037,APT-010-037,2026-05-12,0.68
USE-20260512-010-038,WTR-010-038,APT-010-038,2026-05-12,0.505
USE-20260512-010-039,WTR-010-039,APT-010-039,2026-05-12,0.492
USE-20260512-010-040,WTR-010-040,APT-010-040,2026-05-12,0.809
USE-20260512-010-041,WTR-010-041,APT-010-041,2026-05-12,0.515
USE-20260512-010-042,WTR-010-042,APT-010-042,2026-05-12,0.654
USE-20260512-010-043,WTR-010-043,APT-010-043,2026-05-12,0.411
USE-20260512-010-044,WTR-010-044,APT-010-044,2026-05-12,0.438
USE-20260512-010-045,WTR-010-045,APT-010-045,2026-05-12,0.517
USE-20260512-010-046,WTR-010-046,APT-010-046,2026-05-12,0.343
USE-20260512-010-047,WTR-010-047,APT-010-047,2026-05-12,0.951
USE-20260512-010-048,WTR-010-048,APT-010-048,2026-05-12,0.477
USE-20260512-010-049,WTR-010-049,APT-010-049,2026-05-12,0.753
USE-20260512-010-050,WTR-010-050,APT-010-050,2026-05-12,0.193
USE-20260513-001-001,WTR-001-001,APT-001-001,2026-05-13,0.59
USE-20260513-001-002,WTR-001-002,APT-001-002,2026-05-13,0.617
USE-20260513-001-003,WTR-001-003,APT-001-003,2026-05-13,0.512
USE-20260513-001-004,WTR-001-004,APT-001-004,2026-05-13,0.336
USE-20260513-001-005,WTR-001-005,APT-001-005,2026-05-13,0.411
USE-20260513-001-006,WTR-001-006,APT-001-006,2026-05-13,0.781
USE-20260513-001-007,WTR-001-007,APT-001-007,2026-05-13,0.459
USE-20260513-001-008,WTR-001-008,APT-001-008,2026-05-13,0.438
USE-20260513-001-009,WTR-001-009,APT-001-009,2026-05-13,0.354
USE-20260513-001-010,WTR-001-010,APT-001-010,2026-05-13,0.796
USE-20260513-001-011,WTR-001-011,APT-001-011,2026-05-13,0.756
USE-20260513-001-012,WTR-001-012,APT-001-012,2026-05-13,0.693
USE-20260513-001-013,WTR-001-013,APT-001-013,2026-05-13,0.492
USE-20260513-001-014,WTR-001-014,APT-001-014,2026-05-13,0.422
USE-20260513-001-015,WTR-001-015,APT-001-015,2026-05-13,0.675
USE-20260513-001-016,WTR-001-016,APT-001-016,2026-05-13,0.859
USE-20260513-001-017,WTR-001-017,APT-001-017,2026-05-13,0.585
USE-20260513-001-018,WTR-001-018,APT-001-018,2026-05-13,0.594
USE-20260513-001-019,WTR-001-019,APT-001-019,2026-05-13,0.848
USE-20260513-001-020,WTR-001-020,APT-001-020,2026-05-13,0.47
USE-20260513-001-021,WTR-001-021,APT-001-021,2026-05-13,0.314
USE-20260513-001-022,WTR-001-022,APT-001-022,2026-05-13,0.273
USE-20260513-001-023,WTR-001-023,APT-001-023,2026-05-13,0.66
USE-20260513-001-024,WTR-001-024,APT-001-024,2026-05-13,0.447
USE-20260513-001-025,WTR-001-025,APT-001-025,2026-05-13,0.547
USE-20260513-001-026,WTR-001-026,APT-001-026,2026-05-13,0.379
USE-20260513-001-027,WTR-001-027,APT-001-027,2026-05-13,0.678
USE-20260513-001-028,WTR-001-028,APT-001-028,2026-05-13,0.634
USE-20260513-001-029,WTR-001-029,APT-001-029,2026-05-13,0.546
USE-20260513-001-030,WTR-001-030,APT-001-030,2026-05-13,0.706
USE-20260513-001-031,WTR-001-031,APT-001-031,2026-05-13,0.392
USE-20260513-001-032,WTR-001-032,APT-001-032,2026-05-13,0.444
USE-20260513-001-033,WTR-001-033,APT-001-033,2026-05-13,0.745
USE-20260513-001-034,WTR-001-034,APT-001-034,2026-05-13,0.397
USE-20260513-001-035,WTR-001-035,APT-001-035,2026-05-13,0.487
USE-20260513-001-036,WTR-001-036,APT-001-036,2026-05-13,0.755
USE-20260513-001-037,WTR-001-037,APT-001-037,2026-05-13,0.81
USE-20260513-001-038,WTR-001-038,APT-001-038,2026-05-13,0.598
USE-20260513-001-039,WTR-001-039,APT-001-039,2026-05-13,0.49
USE-20260513-001-040,WTR-001-040,APT-001-040,2026-05-13,0.631
USE-20260513-001-041,WTR-001-041,APT-001-041,2026-05-13,0.373
USE-20260513-001-042,WTR-001-042,APT-001-042,2026-05-13,0.471
USE-20260513-001-043,WTR-001-043,APT-001-043,2026-05-13,0.483
USE-20260513-001-044,WTR-001-044,APT-001-044,2026-05-13,0.662
USE-20260513-001-045,WTR-001-045,APT-001-045,2026-05-13,0.46
USE-20260513-001-046,WTR-001-046,APT-001-046,2026-05-13,0.632
USE-20260513-001-047,WTR-001-047,APT-001-047,2026-05-13,0.613
USE-20260513-001-048,WTR-001-048,APT-001-048,2026-05-13,0.354
USE-20260513-001-049,WTR-001-049,APT-001-049,2026-05-13,0.287
USE-20260513-001-050,WTR-001-050,APT-001-050,2026-05-13,0.462
USE-20260513-002-001,WTR-002-001,APT-002-001,2026-05-13,0.884
USE-20260513-002-002,WTR-002-002,APT-002-002,2026-05-13,0.474
USE-20260513-002-003,WTR-002-003,APT-002-003,2026-05-13,0.703
USE-20260513-002-004,WTR-002-004,APT-002-004,2026-05-13,0.746
USE-20260513-002-005,WTR-002-005,APT-002-005,2026-05-13,0.28
USE-20260513-002-006,WTR-002-006,APT-002-006,2026-05-13,0.864
USE-20260513-002-007,WTR-002-007,APT-002-007,2026-05-13,0.633
USE-20260513-002-008,WTR-002-008,APT-002-008,2026-05-13,0.515
USE-20260513-002-009,WTR-002-009,APT-002-009,2026-05-13,0.716
USE-20260513-002-010,WTR-002-010,APT-002-010,2026-05-13,0.538
USE-20260513-002-011,WTR-002-011,APT-002-011,2026-05-13,0.771
USE-20260513-002-012,WTR-002-012,APT-002-012,2026-05-13,0.576
USE-20260513-002-013,WTR-002-013,APT-002-013,2026-05-13,0.336
USE-20260513-002-014,WTR-002-014,APT-002-014,2026-05-13,0.319
USE-20260513-002-015,WTR-002-015,APT-002-015,2026-05-13,0.56
USE-20260513-002-016,WTR-002-016,APT-002-016,2026-05-13,0.937
USE-20260513-002-017,WTR-002-017,APT-002-017,2026-05-13,0.53
USE-20260513-002-018,WTR-002-018,APT-002-018,2026-05-13,0.657
USE-20260513-002-019,WTR-002-019,APT-002-019,2026-05-13,0.78
USE-20260513-002-020,WTR-002-020,APT-002-020,2026-05-13,0.631
USE-20260513-002-021,WTR-002-021,APT-002-021,2026-05-13,0.298
USE-20260513-002-022,WTR-002-022,APT-002-022,2026-05-13,0.583
USE-20260513-002-023,WTR-002-023,APT-002-023,2026-05-13,0.806
USE-20260513-002-024,WTR-002-024,APT-002-024,2026-05-13,0.646
USE-20260513-002-025,WTR-002-025,APT-002-025,2026-05-13,0.836
USE-20260513-002-026,WTR-002-026,APT-002-026,2026-05-13,0.697
USE-20260513-002-027,WTR-002-027,APT-002-027,2026-05-13,0.387
USE-20260513-002-028,WTR-002-028,APT-002-028,2026-05-13,0.664
USE-20260513-002-029,WTR-002-029,APT-002-029,2026-05-13,0.733
USE-20260513-002-030,WTR-002-030,APT-002-030,2026-05-13,0.301
USE-20260513-002-031,WTR-002-031,APT-002-031,2026-05-13,0.848
USE-20260513-002-032,WTR-002-032,APT-002-032,2026-05-13,0.523
USE-20260513-002-033,WTR-002-033,APT-002-033,2026-05-13,0.828
USE-20260513-002-034,WTR-002-034,APT-002-034,2026-05-13,0.549
USE-20260513-002-035,WTR-002-035,APT-002-035,2026-05-13,0.408
USE-20260513-002-036,WTR-002-036,APT-002-036,2026-05-13,0.615
USE-20260513-002-037,WTR-002-037,APT-002-037,2026-05-13,0.336
USE-20260513-002-038,WTR-002-038,APT-002-038,2026-05-13,0.583
USE-20260513-002-039,WTR-002-039,APT-002-039,2026-05-13,0.808
USE-20260513-002-040,WTR-002-040,APT-002-040,2026-05-13,0.187
USE-20260513-002-041,WTR-002-041,APT-002-041,2026-05-13,0.276
USE-20260513-002-042,WTR-002-042,APT-002-042,2026-05-13,0.605
USE-20260513-002-043,WTR-002-043,APT-002-043,2026-05-13,0.29
USE-20260513-002-044,WTR-002-044,APT-002-044,2026-05-13,0.733
USE-20260513-002-045,WTR-002-045,APT-002-045,2026-05-13,0.919
USE-20260513-002-046,WTR-002-046,APT-002-046,2026-05-13,0.622
USE-20260513-002-047,WTR-002-047,APT-002-047,2026-05-13,0.619
USE-20260513-002-048,WTR-002-048,APT-002-048,2026-05-13,0.712
USE-20260513-002-049,WTR-002-049,APT-002-049,2026-05-13,0.403
USE-20260513-002-050,WTR-002-050,APT-002-050,2026-05-13,0.912
USE-20260513-003-001,WTR-003-001,APT-003-001,2026-05-13,0.612
USE-20260513-003-002,WTR-003-002,APT-003-002,2026-05-13,0.518
USE-20260513-003-003,WTR-003-003,APT-003-003,2026-05-13,0.344
USE-20260513-003-004,WTR-003-004,APT-003-004,2026-05-13,0.29
USE-20260513-003-005,WTR-003-005,APT-003-005,2026-05-13,0.783
USE-20260513-003-006,WTR-003-006,APT-003-006,2026-05-13,0.645
USE-20260513-003-007,WTR-003-007,APT-003-007,2026-05-13,0.482
USE-20260513-003-008,WTR-003-008,APT-003-008,2026-05-13,0.278
USE-20260513-003-009,WTR-003-009,APT-003-009,2026-05-13,0.395
USE-20260513-003-010,WTR-003-010,APT-003-010,2026-05-13,0.424
USE-20260513-003-011,WTR-003-011,APT-003-011,2026-05-13,0.657
USE-20260513-003-012,WTR-003-012,APT-003-012,2026-05-13,0.41
USE-20260513-003-013,WTR-003-013,APT-003-013,2026-05-13,0.89
USE-20260513-003-014,WTR-003-014,APT-003-014,2026-05-13,0.565
USE-20260513-003-015,WTR-003-015,APT-003-015,2026-05-13,0.569
USE-20260513-003-016,WTR-003-016,APT-003-016,2026-05-13,0.426
USE-20260513-003-017,WTR-003-017,APT-003-017,2026-05-13,0.816
USE-20260513-003-018,WTR-003-018,APT-003-018,2026-05-13,0.585
USE-20260513-003-019,WTR-003-019,APT-003-019,2026-05-13,0.559
USE-20260513-003-020,WTR-003-020,APT-003-020,2026-05-13,0.747
USE-20260513-003-021,WTR-003-021,APT-003-021,2026-05-13,0.896
USE-20260513-003-022,WTR-003-022,APT-003-022,2026-05-13,0.274
USE-20260513-003-023,WTR-003-023,APT-003-023,2026-05-13,0.34
USE-20260513-003-024,WTR-003-024,APT-003-024,2026-05-13,0.584
USE-20260513-003-025,WTR-003-025,APT-003-025,2026-05-13,0.754
USE-20260513-003-026,WTR-003-026,APT-003-026,2026-05-13,0.491
USE-20260513-003-027,WTR-003-027,APT-003-027,2026-05-13,0.569
USE-20260513-003-028,WTR-003-028,APT-003-028,2026-05-13,0.587
USE-20260513-003-029,WTR-003-029,APT-003-029,2026-05-13,0.65
USE-20260513-003-030,WTR-003-030,APT-003-030,2026-05-13,0.534
USE-20260513-003-031,WTR-003-031,APT-003-031,2026-05-13,0.432
USE-20260513-003-032,WTR-003-032,APT-003-032,2026-05-13,0.371
USE-20260513-003-033,WTR-003-033,APT-003-033,2026-05-13,0.428
USE-20260513-003-034,WTR-003-034,APT-003-034,2026-05-13,0.421
USE-20260513-003-035,WTR-003-035,APT-003-035,2026-05-13,0.549
USE-20260513-003-036,WTR-003-036,APT-003-036,2026-05-13,0.729
USE-20260513-003-037,WTR-003-037,APT-003-037,2026-05-13,0.707
USE-20260513-003-038,WTR-003-038,APT-003-038,2026-05-13,0.515
USE-20260513-003-039,WTR-003-039,APT-003-039,2026-05-13,0.393
USE-20260513-003-040,WTR-003-040,APT-003-040,2026-05-13,0.628
USE-20260513-003-041,WTR-003-041,APT-003-041,2026-05-13,0.507
USE-20260513-003-042,WTR-003-042,APT-003-042,2026-05-13,0.779
USE-20260513-003-043,WTR-003-043,APT-003-043,2026-05-13,0.623
USE-20260513-003-044,WTR-003-044,APT-003-044,2026-05-13,0.756
USE-20260513-003-045,WTR-003-045,APT-003-045,2026-05-13,0.653
USE-20260513-003-046,WTR-003-046,APT-003-046,2026-05-13,0.435
USE-20260513-003-047,WTR-003-047,APT-003-047,2026-05-13,0.388
USE-20260513-003-048,WTR-003-048,APT-003-048,2026-05-13,0.373
USE-20260513-003-049,WTR-003-049,APT-003-049,2026-05-13,0.508
USE-20260513-003-050,WTR-003-050,APT-003-050,2026-05-13,0.505
USE-20260513-004-001,WTR-004-001,APT-004-001,2026-05-13,0.488
USE-20260513-004-002,WTR-004-002,APT-004-002,2026-05-13,0.492
USE-20260513-004-003,WTR-004-003,APT-004-003,2026-05-13,0.522
USE-20260513-004-004,WTR-004-004,APT-004-004,2026-05-13,0.28
USE-20260513-004-005,WTR-004-005,APT-004-005,2026-05-13,0.636
USE-20260513-004-006,WTR-004-006,APT-004-006,2026-05-13,0.438
USE-20260513-004-007,WTR-004-007,APT-004-007,2026-05-13,0.473
USE-20260513-004-008,WTR-004-008,APT-004-008,2026-05-13,0.336
USE-20260513-004-009,WTR-004-009,APT-004-009,2026-05-13,0.344
USE-20260513-004-010,WTR-004-010,APT-004-010,2026-05-13,0.592
USE-20260513-004-011,WTR-004-011,APT-004-011,2026-05-13,0.362
USE-20260513-004-012,WTR-004-012,APT-004-012,2026-05-13,0.595
USE-20260513-004-013,WTR-004-013,APT-004-013,2026-05-13,0.863
USE-20260513-004-014,WTR-004-014,APT-004-014,2026-05-13,0.442
USE-20260513-004-015,WTR-004-015,APT-004-015,2026-05-13,0.54
USE-20260513-004-016,WTR-004-016,APT-004-016,2026-05-13,0.459
USE-20260513-004-017,WTR-004-017,APT-004-017,2026-05-13,0.431
USE-20260513-004-018,WTR-004-018,APT-004-018,2026-05-13,0.911
USE-20260513-004-019,WTR-004-019,APT-004-019,2026-05-13,0.479
USE-20260513-004-020,WTR-004-020,APT-004-020,2026-05-13,0.399
USE-20260513-004-021,WTR-004-021,APT-004-021,2026-05-13,0.688
USE-20260513-004-022,WTR-004-022,APT-004-022,2026-05-13,0.816
USE-20260513-004-023,WTR-004-023,APT-004-023,2026-05-13,0.423
USE-20260513-004-024,WTR-004-024,APT-004-024,2026-05-13,0.608
USE-20260513-004-025,WTR-004-025,APT-004-025,2026-05-13,0.556
USE-20260513-004-026,WTR-004-026,APT-004-026,2026-05-13,0.755
USE-20260513-004-027,WTR-004-027,APT-004-027,2026-05-13,0.789
USE-20260513-004-028,WTR-004-028,APT-004-028,2026-05-13,0.407
USE-20260513-004-029,WTR-004-029,APT-004-029,2026-05-13,0.45
USE-20260513-004-030,WTR-004-030,APT-004-030,2026-05-13,0.342
USE-20260513-004-031,WTR-004-031,APT-004-031,2026-05-13,0.696
USE-20260513-004-032,WTR-004-032,APT-004-032,2026-05-13,0.407
USE-20260513-004-033,WTR-004-033,APT-004-033,2026-05-13,0.39
USE-20260513-004-034,WTR-004-034,APT-004-034,2026-05-13,0.483
USE-20260513-004-035,WTR-004-035,APT-004-035,2026-05-13,0.782
USE-20260513-004-036,WTR-004-036,APT-004-036,2026-05-13,0.751
USE-20260513-004-037,WTR-004-037,APT-004-037,2026-05-13,0.792
USE-20260513-004-038,WTR-004-038,APT-004-038,2026-05-13,0.817
USE-20260513-004-039,WTR-004-039,APT-004-039,2026-05-13,0.663
USE-20260513-004-040,WTR-004-040,APT-004-040,2026-05-13,0.338
USE-20260513-004-041,WTR-004-041,APT-004-041,2026-05-13,0.695
USE-20260513-004-042,WTR-004-042,APT-004-042,2026-05-13,0.625
USE-20260513-004-043,WTR-004-043,APT-004-043,2026-05-13,0.5
USE-20260513-004-044,WTR-004-044,APT-004-044,2026-05-13,0.691
USE-20260513-004-045,WTR-004-045,APT-004-045,2026-05-13,0.693
USE-20260513-004-046,WTR-004-046,APT-004-046,2026-05-13,0.493
USE-20260513-004-047,WTR-004-047,APT-004-047,2026-05-13,0.453
USE-20260513-004-048,WTR-004-048,APT-004-048,2026-05-13,0.4
USE-20260513-004-049,WTR-004-049,APT-004-049,2026-05-13,0.454
USE-20260513-004-050,WTR-004-050,APT-004-050,2026-05-13,0.54
USE-20260513-005-001,WTR-005-001,APT-005-001,2026-05-13,0.54
USE-20260513-005-002,WTR-005-002,APT-005-002,2026-05-13,0.472
USE-20260513-005-003,WTR-005-003,APT-005-003,2026-05-13,0.404
USE-20260513-005-004,WTR-005-004,APT-005-004,2026-05-13,0.47
USE-20260513-005-005,WTR-005-005,APT-005-005,2026-05-13,0.524
USE-20260513-005-006,WTR-005-006,APT-005-006,2026-05-13,0.424
USE-20260513-005-007,WTR-005-007,APT-005-007,2026-05-13,0.562
USE-20260513-005-008,WTR-005-008,APT-005-008,2026-05-13,0.363
USE-20260513-005-009,WTR-005-009,APT-005-009,2026-05-13,0.455
USE-20260513-005-010,WTR-005-010,APT-005-010,2026-05-13,0.441
USE-20260513-005-011,WTR-005-011,APT-005-011,2026-05-13,0.42
USE-20260513-005-012,WTR-005-012,APT-005-012,2026-05-13,0.354
USE-20260513-005-013,WTR-005-013,APT-005-013,2026-05-13,0.575
USE-20260513-005-014,WTR-005-014,APT-005-014,2026-05-13,0.573
USE-20260513-005-015,WTR-005-015,APT-005-015,2026-05-13,1.024
USE-20260513-005-016,WTR-005-016,APT-005-016,2026-05-13,0.661
USE-20260513-005-017,WTR-005-017,APT-005-017,2026-05-13,0.817
USE-20260513-005-018,WTR-005-018,APT-005-018,2026-05-13,0.766
USE-20260513-005-019,WTR-005-019,APT-005-019,2026-05-13,0.432
USE-20260513-005-020,WTR-005-020,APT-005-020,2026-05-13,0.566
USE-20260513-005-021,WTR-005-021,APT-005-021,2026-05-13,0.43
USE-20260513-005-022,WTR-005-022,APT-005-022,2026-05-13,0.439
USE-20260513-005-023,WTR-005-023,APT-005-023,2026-05-13,0.645
USE-20260513-005-024,WTR-005-024,APT-005-024,2026-05-13,0.609
USE-20260513-005-025,WTR-005-025,APT-005-025,2026-05-13,0.572
USE-20260513-005-026,WTR-005-026,APT-005-026,2026-05-13,0.478
USE-20260513-005-027,WTR-005-027,APT-005-027,2026-05-13,0.415
USE-20260513-005-028,WTR-005-028,APT-005-028,2026-05-13,0.382
USE-20260513-005-029,WTR-005-029,APT-005-029,2026-05-13,0.407
USE-20260513-005-030,WTR-005-030,APT-005-030,2026-05-13,0.562
USE-20260513-005-031,WTR-005-031,APT-005-031,2026-05-13,0.455
USE-20260513-005-032,WTR-005-032,APT-005-032,2026-05-13,0.48
USE-20260513-005-033,WTR-005-033,APT-005-033,2026-05-13,0.64
USE-20260513-005-034,WTR-005-034,APT-005-034,2026-05-13,0.63
USE-20260513-005-035,WTR-005-035,APT-005-035,2026-05-13,0.401
USE-20260513-005-036,WTR-005-036,APT-005-036,2026-05-13,0.552
USE-20260513-005-037,WTR-005-037,APT-005-037,2026-05-13,0.727
USE-20260513-005-038,WTR-005-038,APT-005-038,2026-05-13,0.429
USE-20260513-005-039,WTR-005-039,APT-005-039,2026-05-13,0.901
USE-20260513-005-040,WTR-005-040,APT-005-040,2026-05-13,0.609
USE-20260513-005-041,WTR-005-041,APT-005-041,2026-05-13,0.337
USE-20260513-005-042,WTR-005-042,APT-005-042,2026-05-13,0.467
USE-20260513-005-043,WTR-005-043,APT-005-043,2026-05-13,0.406
USE-20260513-005-044,WTR-005-044,APT-005-044,2026-05-13,0.66
USE-20260513-005-045,WTR-005-045,APT-005-045,2026-05-13,0.481
USE-20260513-005-046,WTR-005-046,APT-005-046,2026-05-13,0.649
USE-20260513-005-047,WTR-005-047,APT-005-047,2026-05-13,0.527
USE-20260513-005-048,WTR-005-048,APT-005-048,2026-05-13,0.647
USE-20260513-005-049,WTR-005-049,APT-005-049,2026-05-13,0.262
USE-20260513-005-050,WTR-005-050,APT-005-050,2026-05-13,0.661
USE-20260513-006-001,WTR-006-001,APT-006-001,2026-05-13,0.712
USE-20260513-006-002,WTR-006-002,APT-006-002,2026-05-13,0.628
USE-20260513-006-003,WTR-006-003,APT-006-003,2026-05-13,1.024
USE-20260513-006-004,WTR-006-004,APT-006-004,2026-05-13,0.622
USE-20260513-006-005,WTR-006-005,APT-006-005,2026-05-13,0.361
USE-20260513-006-006,WTR-006-006,APT-006-006,2026-05-13,0.675
USE-20260513-006-007,WTR-006-007,APT-006-007,2026-05-13,0.73
USE-20260513-006-008,WTR-006-008,APT-006-008,2026-05-13,0.604
USE-20260513-006-009,WTR-006-009,APT-006-009,2026-05-13,0.585
USE-20260513-006-010,WTR-006-010,APT-006-010,2026-05-13,0.295
USE-20260513-006-011,WTR-006-011,APT-006-011,2026-05-13,0.471
USE-20260513-006-012,WTR-006-012,APT-006-012,2026-05-13,0.616
USE-20260513-006-013,WTR-006-013,APT-006-013,2026-05-13,0.544
USE-20260513-006-014,WTR-006-014,APT-006-014,2026-05-13,0.54
USE-20260513-006-015,WTR-006-015,APT-006-015,2026-05-13,0.461
USE-20260513-006-016,WTR-006-016,APT-006-016,2026-05-13,0.824
USE-20260513-006-017,WTR-006-017,APT-006-017,2026-05-13,0.749
USE-20260513-006-018,WTR-006-018,APT-006-018,2026-05-13,0.443
USE-20260513-006-019,WTR-006-019,APT-006-019,2026-05-13,0.798
USE-20260513-006-020,WTR-006-020,APT-006-020,2026-05-13,0.668
USE-20260513-006-021,WTR-006-021,APT-006-021,2026-05-13,0.734
USE-20260513-006-022,WTR-006-022,APT-006-022,2026-05-13,0.509
USE-20260513-006-023,WTR-006-023,APT-006-023,2026-05-13,0.392
USE-20260513-006-024,WTR-006-024,APT-006-024,2026-05-13,0.499
USE-20260513-006-025,WTR-006-025,APT-006-025,2026-05-13,0.362
USE-20260513-006-026,WTR-006-026,APT-006-026,2026-05-13,0.731
USE-20260513-006-027,WTR-006-027,APT-006-027,2026-05-13,0.636
USE-20260513-006-028,WTR-006-028,APT-006-028,2026-05-13,0.787
USE-20260513-006-029,WTR-006-029,APT-006-029,2026-05-13,0.694
USE-20260513-006-030,WTR-006-030,APT-006-030,2026-05-13,0.557
