billing_month,apartment_id,location_code,water_device_id,rental_device_id,water_plan_id,rental_plan_id,water_active_days,rental_active_days,water_usage_m3,water_revenue,rental_revenue,total_revenue,validation_flag,exception_code
2026-09,APT-004-023,HYD-CENTRAL,WTR-004-023,RNT-004-023,WPLAN-003,RPLAN-003,30,159,11.032,829.54,8480.0,9309.54,PASS,
2026-09,APT-004-024,HYD-CENTRAL,WTR-004-024,RNT-004-024,WPLAN-003,RPLAN-003,30,147,16.092,1072.42,7840.0,8912.42,PASS,
2026-09,APT-004-025,HYD-CENTRAL,WTR-004-025,RNT-004-025,WPLAN-003,RPLAN-003,30,216,17.659,1147.63,11520.0,12667.63,PASS,
2026-09,APT-004-026,HYD-CENTRAL,WTR-004-026,RNT-004-026,WPLAN-001,RPLAN-002,30,249,22.358,932.53,9960.0,10892.53,PASS,
2026-09,APT-004-027,HYD-CENTRAL,WTR-004-027,RNT-004-027,WPLAN-002,RPLAN-002,30,152,18.244,929.76,6080.0,7009.76,PASS,
2026-09,APT-004-028,HYD-CENTRAL,WTR-004-028,RNT-004-028,WPLAN-002,RPLAN-003,30,187,11.681,667.24,9973.33,10640.57,PASS,
2026-09,APT-004-029,HYD-CENTRAL,WTR-004-029,RNT-004-029,WPLAN-003,RPLAN-003,30,177,17.982,1163.14,9440.0,10603.14,PASS,
2026-09,APT-004-030,HYD-CENTRAL,WTR-004-030,RNT-004-030,WPLAN-003,RPLAN-001,30,145,10.885,822.48,3866.67,4689.15,PASS,
2026-09,APT-004-031,HYD-CENTRAL,WTR-004-031,RNT-004-031,WPLAN-002,RPLAN-001,30,152,15.651,826.04,4053.33,4879.37,PASS,
2026-09,APT-004-032,HYD-CENTRAL,WTR-004-032,RNT-004-032,WPLAN-002,RPLAN-001,30,231,11.848,673.92,6160.0,6833.92,PASS,
2026-09,APT-004-033,HYD-CENTRAL,WTR-004-033,RNT-004-033,WPLAN-002,RPLAN-002,30,148,11.621,664.84,5920.0,6584.84,PASS,
2026-09,APT-004-034,HYD-CENTRAL,WTR-004-034,RNT-004-034,WPLAN-001,RPLAN-001,30,164,15.672,698.52,4373.33,5071.85,PASS,
2026-09,APT-004-035,HYD-CENTRAL,WTR-004-035,RNT-004-035,WPLAN-003,RPLAN-001,30,229,18.284,1177.63,6106.67,7284.3,PASS,
2026-09,APT-004-036,HYD-CENTRAL,WTR-004-036,RNT-004-036,WPLAN-002,RPLAN-002,30,192,16.904,876.16,7680.0,8556.16,PASS,
2026-09,APT-004-037,HYD-CENTRAL,WTR-004-037,RNT-004-037,WPLAN-002,RPLAN-002,30,179,19.213,968.52,7160.0,8128.52,PASS,
2026-09,APT-004-038,HYD-CENTRAL,WTR-004-038,RNT-004-038,WPLAN-001,RPLAN-003,30,242,19.461,831.14,12906.67,13737.81,PASS,
2026-09,APT-004-039,HYD-CENTRAL,WTR-004-039,RNT-004-039,WPLAN-002,RPLAN-002,30,195,22.335,1093.4,7800.0,8893.4,PASS,
2026-09,APT-004-040,HYD-CENTRAL,WTR-004-040,RNT-004-040,WPLAN-002,RPLAN-001,30,230,10.313,612.52,6133.33,6745.85,PASS,
2026-09,APT-004-041,HYD-CENTRAL,WTR-004-041,RNT-004-041,WPLAN-002,RPLAN-003,30,250,20.122,1004.88,13333.33,14338.21,PASS,
2026-09,APT-004-042,HYD-CENTRAL,WTR-004-042,RNT-004-042,WPLAN-003,RPLAN-002,30,166,19.336,1228.13,6640.0,7868.13,PASS,
2026-09,APT-004-043,HYD-CENTRAL,WTR-004-043,RNT-004-043,WPLAN-002,RPLAN-001,30,266,11.848,673.92,7093.33,7767.25,PASS,
2026-09,APT-004-044,HYD-CENTRAL,WTR-004-044,RNT-004-044,WPLAN-002,RPLAN-001,30,219,17.685,907.4,5840.0,6747.4,PASS,
2026-09,APT-004-045,HYD-CENTRAL,WTR-004-045,RNT-004-045,WPLAN-003,RPLAN-001,30,188,17.744,1151.71,5013.33,6165.04,PASS,
2026-09,APT-004-046,HYD-CENTRAL,WTR-004-046,RNT-004-046,WPLAN-001,RPLAN-002,30,249,22.589,940.62,9960.0,10900.62,PASS,
2026-09,APT-004-047,HYD-CENTRAL,WTR-004-047,RNT-004-047,WPLAN-003,RPLAN-001,30,191,20.667,1292.02,5093.33,6385.35,PASS,
2026-09,APT-004-048,HYD-CENTRAL,WTR-004-048,RNT-004-048,WPLAN-003,RPLAN-001,30,193,11.072,831.46,5146.67,5978.13,PASS,
2026-09,APT-004-049,HYD-CENTRAL,WTR-004-049,RNT-004-049,WPLAN-003,RPLAN-001,30,249,11.879,870.19,6640.0,7510.19,PASS,
2026-09,APT-004-050,HYD-CENTRAL,WTR-004-050,RNT-004-050,WPLAN-003,RPLAN-001,30,140,17.369,1133.71,3733.33,4867.04,PASS,
2026-09,APT-005-001,HYD-SOUTH,WTR-005-001,RNT-005-001,WPLAN-003,RPLAN-001,30,204,11.414,847.87,5440.0,6287.87,PASS,
2026-09,APT-005-002,HYD-SOUTH,WTR-005-002,RNT-005-002,WPLAN-002,RPLAN-003,30,162,19.466,978.64,8640.0,9618.64,PASS,
2026-09,APT-005-003,HYD-SOUTH,WTR-005-003,RNT-005-003,WPLAN-002,RPLAN-002,30,184,15.82,832.8,7360.0,8192.8,PASS,
2026-09,APT-005-004,HYD-SOUTH,WTR-005-004,RNT-005-004,WPLAN-001,RPLAN-002,30,214,16.721,735.24,8560.0,9295.24,PASS,
2026-09,APT-005-005,HYD-SOUTH,WTR-005-005,RNT-005-005,WPLAN-003,RPLAN-001,30,259,18.288,1177.82,6906.67,8084.49,PASS,
2026-09,APT-005-006,HYD-SOUTH,WTR-005-006,RNT-005-006,WPLAN-001,RPLAN-003,30,217,11.187,541.54,11573.33,12114.87,PASS,
2026-09,APT-005-007,HYD-SOUTH,WTR-005-007,RNT-005-007,WPLAN-003,RPLAN-002,30,146,18.962,1210.18,5840.0,7050.18,PASS,
2026-09,APT-005-008,HYD-SOUTH,WTR-005-008,RNT-005-008,WPLAN-002,RPLAN-001,30,242,16.32,852.8,6453.33,7306.13,PASS,
2026-09,APT-005-009,HYD-SOUTH,WTR-005-009,RNT-005-009,WPLAN-003,RPLAN-003,30,174,11.474,850.75,9280.0,10130.75,PASS,
2026-09,APT-005-010,HYD-SOUTH,WTR-005-010,RNT-005-010,WPLAN-001,RPLAN-002,30,217,20.711,874.88,8680.0,9554.88,PASS,
2026-09,APT-005-011,HYD-SOUTH,WTR-005-011,RNT-005-011,WPLAN-003,RPLAN-002,30,180,17.401,1135.25,7200.0,8335.25,PASS,
2026-09,APT-005-012,HYD-SOUTH,WTR-005-012,RNT-005-012,WPLAN-002,RPLAN-001,30,141,15.637,825.48,3760.0,4585.48,PASS,
2026-09,APT-005-013,HYD-SOUTH,WTR-005-013,RNT-005-013,WPLAN-003,RPLAN-001,30,154,16.495,1091.76,4106.67,5198.43,PASS,
2026-09,APT-005-014,HYD-SOUTH,WTR-005-014,RNT-005-014,WPLAN-001,RPLAN-002,30,160,16.209,717.32,6400.0,7117.32,PASS,
2026-09,APT-005-015,HYD-SOUTH,WTR-005-015,RNT-005-015,WPLAN-003,RPLAN-001,30,147,21.147,1315.06,3920.0,5235.06,PASS,
2026-09,APT-005-016,HYD-SOUTH,WTR-005-016,RNT-005-016,WPLAN-003,RPLAN-001,30,257,16.971,1114.61,6853.33,7967.94,PASS,
2026-09,APT-005-017,HYD-SOUTH,WTR-005-017,RNT-005-017,WPLAN-003,RPLAN-001,30,175,18.133,1170.38,4666.67,5837.05,PASS,
2026-09,APT-005-018,HYD-SOUTH,WTR-005-018,RNT-005-018,WPLAN-002,RPLAN-002,30,158,19.744,989.76,6320.0,7309.76,PASS,
2026-09,APT-005-019,HYD-SOUTH,WTR-005-019,RNT-005-019,WPLAN-001,RPLAN-002,30,168,16.532,728.62,6720.0,7448.62,PASS,
2026-09,APT-005-020,HYD-SOUTH,WTR-005-020,RNT-005-020,WPLAN-001,RPLAN-002,30,234,17.005,745.18,9360.0,10105.18,PASS,
2026-09,APT-005-021,HYD-SOUTH,WTR-005-021,RNT-005-021,WPLAN-003,RPLAN-002,30,169,11.747,863.86,6760.0,7623.86,PASS,
2026-09,APT-005-022,HYD-SOUTH,WTR-005-022,RNT-005-022,WPLAN-003,RPLAN-003,30,218,10.586,808.13,11626.67,12434.8,PASS,
2026-09,APT-005-023,HYD-SOUTH,WTR-005-023,RNT-005-023,WPLAN-002,RPLAN-003,30,164,21.909,1076.36,8746.67,9823.03,PASS,
2026-09,APT-005-024,HYD-SOUTH,WTR-005-024,RNT-005-024,WPLAN-002,RPLAN-003,30,233,16.691,867.64,12426.67,13294.31,PASS,
2026-09,APT-005-025,HYD-SOUTH,WTR-005-025,RNT-005-025,WPLAN-002,RPLAN-003,30,162,21.19,1047.6,8640.0,9687.6,PASS,
2026-09,APT-005-026,HYD-SOUTH,WTR-005-026,RNT-005-026,WPLAN-001,RPLAN-002,30,218,18.148,785.18,8720.0,9505.18,PASS,
2026-09,APT-005-027,HYD-SOUTH,WTR-005-027,RNT-005-027,WPLAN-002,RPLAN-002,30,158,17.858,914.32,6320.0,7234.32,PASS,
2026-09,APT-005-028,HYD-SOUTH,WTR-005-028,RNT-005-028,WPLAN-003,RPLAN-001,30,241,11.556,854.69,6426.67,7281.36,PASS,
2026-09,APT-005-029,HYD-SOUTH,WTR-005-029,RNT-005-029,WPLAN-003,RPLAN-003,30,180,15.967,1066.42,9600.0,10666.42,PASS,
2026-09,APT-005-030,HYD-SOUTH,WTR-005-030,RNT-005-030,WPLAN-002,RPLAN-003,30,207,19.848,993.92,11040.0,12033.92,PASS,
2026-09,APT-005-031,HYD-SOUTH,WTR-005-031,RNT-005-031,WPLAN-003,RPLAN-001,30,236,11.624,857.95,6293.33,7151.28,PASS,
2026-09,APT-005-032,HYD-SOUTH,WTR-005-032,RNT-005-032,WPLAN-003,RPLAN-001,30,169,18.112,1169.38,4506.67,5676.05,PASS,
2026-09,APT-005-033,HYD-SOUTH,WTR-005-033,RNT-005-033,WPLAN-002,RPLAN-001,30,226,21.782,1071.28,6026.67,7097.95,PASS,
2026-09,APT-005-034,HYD-SOUTH,WTR-005-034,RNT-005-034,WPLAN-001,RPLAN-002,30,178,18.759,806.56,7120.0,7926.56,PASS,
2026-09,APT-005-035,HYD-SOUTH,WTR-005-035,RNT-005-035,WPLAN-001,RPLAN-001,30,146,11.379,548.26,3893.33,4441.59,PASS,
2026-09,APT-005-036,HYD-SOUTH,WTR-005-036,RNT-005-036,WPLAN-002,RPLAN-003,30,257,18.586,943.44,13706.67,14650.11,PASS,
2026-09,APT-005-037,HYD-SOUTH,WTR-005-037,RNT-005-037,WPLAN-001,RPLAN-003,30,251,17.754,771.39,13386.67,14158.06,PASS,
2026-09,APT-005-038,HYD-SOUTH,WTR-005-038,RNT-005-038,WPLAN-002,RPLAN-002,30,265,11.601,664.04,10600.0,11264.04,PASS,
2026-09,APT-005-039,HYD-SOUTH,WTR-005-039,RNT-005-039,WPLAN-003,RPLAN-001,30,197,21.061,1310.93,5253.33,6564.26,PASS,
2026-09,APT-005-040,HYD-SOUTH,WTR-005-040,RNT-005-040,WPLAN-003,RPLAN-002,30,222,18.64,1194.72,8880.0,10074.72,PASS,
2026-09,APT-005-041,HYD-SOUTH,WTR-005-041,RNT-005-041,WPLAN-002,RPLAN-001,30,213,11.411,656.44,5680.0,6336.44,PASS,
2026-09,APT-005-042,HYD-SOUTH,WTR-005-042,RNT-005-042,WPLAN-002,RPLAN-003,30,213,16.385,855.4,11360.0,12215.4,PASS,
2026-09,APT-005-043,HYD-SOUTH,WTR-005-043,RNT-005-043,WPLAN-003,RPLAN-003,30,229,10.529,805.39,12213.33,13018.72,PASS,
2026-09,APT-005-044,HYD-SOUTH,WTR-005-044,RNT-005-044,WPLAN-003,RPLAN-001,30,171,22.503,1380.14,4560.0,5940.14,PASS,
2026-09,APT-005-045,HYD-SOUTH,WTR-005-045,RNT-005-045,WPLAN-003,RPLAN-001,30,273,16.611,1097.33,7280.0,8377.33,PASS,
2026-09,APT-005-046,HYD-SOUTH,WTR-005-046,RNT-005-046,WPLAN-002,RPLAN-002,30,216,20.83,1033.2,8640.0,9673.2,PASS,
2026-09,APT-005-047,HYD-SOUTH,WTR-005-047,RNT-005-047,WPLAN-001,RPLAN-001,30,255,18.771,806.98,6800.0,7606.98,PASS,
2026-09,APT-005-048,HYD-SOUTH,WTR-005-048,RNT-005-048,WPLAN-002,RPLAN-002,30,183,18.698,947.92,7320.0,8267.92,PASS,
2026-09,APT-005-049,HYD-SOUTH,WTR-005-049,RNT-005-049,WPLAN-003,RPLAN-001,30,184,11.891,870.77,4906.67,5777.44,PASS,
2026-09,APT-005-050,HYD-SOUTH,WTR-005-050,RNT-005-050,WPLAN-002,RPLAN-001,30,166,18.648,945.92,4426.67,5372.59,PASS,
2026-09,APT-006-001,HYD-NORTH,WTR-006-001,RNT-006-001,WPLAN-002,RPLAN-001,30,205,18.669,946.76,5466.67,6413.43,PASS,
2026-09,APT-006-002,HYD-NORTH,WTR-006-002,RNT-006-002,WPLAN-001,RPLAN-002,30,187,21.269,894.42,7480.0,8374.42,PASS,
2026-09,APT-006-003,HYD-NORTH,WTR-006-003,RNT-006-003,WPLAN-003,RPLAN-003,30,231,21.245,1319.76,12320.0,13639.76,PASS,
2026-09,APT-006-004,HYD-NORTH,WTR-006-004,RNT-006-004,WPLAN-003,RPLAN-002,30,174,19.316,1227.17,6960.0,8187.17,PASS,
2026-09,APT-006-005,HYD-NORTH,WTR-006-005,RNT-006-005,WPLAN-002,RPLAN-003,30,188,17.368,894.72,10026.67,10921.39,PASS,
2026-09,APT-006-006,HYD-NORTH,WTR-006-006,RNT-006-006,WPLAN-002,RPLAN-002,30,243,22.447,1097.88,9720.0,10817.88,PASS,
2026-09,APT-006-007,HYD-NORTH,WTR-006-007,RNT-006-007,WPLAN-003,RPLAN-002,30,187,21.234,1319.23,7480.0,8799.23,PASS,
2026-09,APT-006-008,HYD-NORTH,WTR-006-008,RNT-006-008,WPLAN-002,RPLAN-001,30,179,16.406,856.24,4773.33,5629.57,PASS,
2026-09,APT-006-009,HYD-NORTH,WTR-006-009,RNT-006-009,WPLAN-001,RPLAN-003,30,182,18.787,807.54,9706.67,10514.21,PASS,
2026-09,APT-006-010,HYD-NORTH,WTR-006-010,RNT-006-010,WPLAN-001,RPLAN-001,30,210,11.197,541.9,5600.0,6141.9,PASS,
2026-09,APT-006-011,HYD-NORTH,WTR-006-011,RNT-006-011,WPLAN-002,RPLAN-001,30,220,18.842,953.68,5866.67,6820.35,PASS,
2026-09,APT-006-012,HYD-NORTH,WTR-006-012,RNT-006-012,WPLAN-002,RPLAN-001,30,236,21.334,1053.36,6293.33,7346.69,PASS,
2026-09,APT-006-013,HYD-NORTH,WTR-006-013,RNT-006-013,WPLAN-003,RPLAN-002,30,171,17.671,1148.21,6840.0,7988.21,PASS,
2026-09,APT-006-014,HYD-NORTH,WTR-006-014,RNT-006-014,WPLAN-001,RPLAN-002,30,212,22.085,922.98,8480.0,9402.98,PASS,
2026-09,APT-006-015,HYD-NORTH,WTR-006-015,RNT-006-015,WPLAN-003,RPLAN-003,30,208,16.685,1100.88,11093.33,12194.21,PASS,
2026-09,APT-006-016,HYD-NORTH,WTR-006-016,RNT-006-016,WPLAN-002,RPLAN-003,30,206,20.678,1027.12,10986.67,12013.79,PASS,
2026-09,APT-006-017,HYD-NORTH,WTR-006-017,RNT-006-017,WPLAN-003,RPLAN-001,30,163,15.808,1058.78,4346.67,5405.45,PASS,
2026-09,APT-006-018,HYD-NORTH,WTR-006-018,RNT-006-018,WPLAN-003,RPLAN-001,30,184,11.365,845.52,4906.67,5752.19,PASS,
2026-09,APT-006-019,HYD-NORTH,WTR-006-019,RNT-006-019,WPLAN-002,RPLAN-003,30,226,18.641,945.64,12053.33,12998.97,PASS,
2026-09,APT-006-020,HYD-NORTH,WTR-006-020,RNT-006-020,WPLAN-002,RPLAN-003,30,251,16.594,863.76,13386.67,14250.43,PASS,
2026-09,APT-006-021,HYD-NORTH,WTR-006-021,RNT-006-021,WPLAN-001,RPLAN-003,30,179,20.05,851.75,9546.67,10398.42,PASS,
2026-09,APT-006-022,HYD-NORTH,WTR-006-022,RNT-006-022,WPLAN-002,RPLAN-003,30,243,16.591,863.64,12960.0,13823.64,PASS,
2026-09,APT-006-023,HYD-NORTH,WTR-006-023,RNT-006-023,WPLAN-001,RPLAN-002,30,244,11.351,547.28,9760.0,10307.28,PASS,
2026-09,APT-006-024,HYD-NORTH,WTR-006-024,RNT-006-024,WPLAN-001,RPLAN-003,30,268,16.119,714.16,14293.33,15007.49,PASS,
2026-09,APT-006-025,HYD-NORTH,WTR-006-025,RNT-006-025,WPLAN-003,RPLAN-001,30,212,11.434,848.83,5653.33,6502.16,PASS,
2026-09,APT-006-026,HYD-NORTH,WTR-006-026,RNT-006-026,WPLAN-002,RPLAN-001,30,208,22.908,1116.32,5546.67,6662.99,PASS,
2026-09,APT-006-027,HYD-NORTH,WTR-006-027,RNT-006-027,WPLAN-002,RPLAN-002,30,149,15.567,822.68,5960.0,6782.68,PASS,
2026-09,APT-006-028,HYD-NORTH,WTR-006-028,RNT-006-028,WPLAN-002,RPLAN-001,30,178,22.625,1105.0,4746.67,5851.67,PASS,
2026-09,APT-006-029,HYD-NORTH,WTR-006-029,RNT-006-029,WPLAN-002,RPLAN-001,30,199,21.425,1057.0,5306.67,6363.67,PASS,
2026-09,APT-006-030,HYD-NORTH,WTR-006-030,RNT-006-030,WPLAN-001,RPLAN-001,30,240,17.655,767.92,6400.0,7167.92,PASS,
2026-09,APT-006-031,HYD-NORTH,WTR-006-031,RNT-006-031,WPLAN-003,RPLAN-003,30,179,11.681,860.69,9546.67,10407.36,PASS,
2026-09,APT-006-032,HYD-NORTH,WTR-006-032,RNT-006-032,WPLAN-003,RPLAN-002,30,151,11.716,862.37,6040.0,6902.37,PASS,
2026-09,APT-006-033,HYD-NORTH,WTR-006-033,RNT-006-033,WPLAN-003,RPLAN-003,30,174,22.315,1371.12,9280.0,10651.12,PASS,
2026-09,APT-006-034,HYD-NORTH,WTR-006-034,RNT-006-034,WPLAN-003,RPLAN-002,30,230,16.459,1090.03,9200.0,10290.03,PASS,
2026-09,APT-006-035,HYD-NORTH,WTR-006-035,RNT-006-035,WPLAN-001,RPLAN-003,30,168,22.602,941.07,8960.0,9901.07,PASS,
2026-09,APT-006-036,HYD-NORTH,WTR-006-036,RNT-006-036,WPLAN-001,RPLAN-001,30,253,16.9,741.5,6746.67,7488.17,PASS,
2026-09,APT-006-037,HYD-NORTH,WTR-006-037,RNT-006-037,WPLAN-001,RPLAN-001,30,141,10.781,527.34,3760.0,4287.34,PASS,
2026-09,APT-006-038,HYD-NORTH,WTR-006-038,RNT-006-038,WPLAN-003,RPLAN-002,30,211,16.782,1105.54,8440.0,9545.54,PASS,
2026-09,APT-006-039,HYD-NORTH,WTR-006-039,RNT-006-039,WPLAN-003,RPLAN-002,30,166,22.599,1384.75,6640.0,8024.75,PASS,
2026-09,APT-006-040,HYD-NORTH,WTR-006-040,RNT-006-040,WPLAN-003,RPLAN-003,30,186,19.952,1257.7,9920.0,11177.7,PASS,
2026-09,APT-006-041,HYD-NORTH,WTR-006-041,RNT-006-041,WPLAN-001,RPLAN-002,30,166,21.282,894.87,6640.0,7534.87,PASS,
2026-09,APT-006-042,HYD-NORTH,WTR-006-042,RNT-006-042,WPLAN-003,RPLAN-002,30,186,21.116,1313.57,7440.0,8753.57,PASS,
2026-09,APT-006-043,HYD-NORTH,WTR-006-043,RNT-006-043,WPLAN-002,RPLAN-003,30,162,21.859,1074.36,8640.0,9714.36,PASS,
2026-09,APT-006-044,HYD-NORTH,WTR-006-044,RNT-006-044,WPLAN-002,RPLAN-003,30,156,16.238,849.52,8320.0,9169.52,PASS,
2026-09,APT-006-045,HYD-NORTH,WTR-006-045,RNT-006-045,WPLAN-003,RPLAN-001,30,171,21.09,1312.32,4560.0,5872.32,PASS,
2026-09,APT-006-046,HYD-NORTH,WTR-006-046,RNT-006-046,WPLAN-001,RPLAN-002,30,205,17.112,748.92,8200.0,8948.92,PASS,
2026-09,APT-006-047,HYD-NORTH,WTR-006-047,RNT-006-047,WPLAN-001,RPLAN-002,30,163,15.875,705.62,6520.0,7225.62,PASS,
2026-09,APT-006-048,HYD-NORTH,WTR-006-048,RNT-006-048,WPLAN-003,RPLAN-001,30,164,19.241,1223.57,4373.33,5596.9,PASS,
2026-09,APT-006-049,HYD-NORTH,WTR-006-049,RNT-006-049,WPLAN-003,RPLAN-001,30,163,22.562,1382.98,4346.67,5729.65,PASS,
2026-09,APT-006-050,HYD-NORTH,WTR-006-050,RNT-006-050,WPLAN-001,RPLAN-001,30,180,17.631,767.08,4800.0,5567.08,PASS,
2026-09,APT-007-001,HYD-EAST,WTR-007-001,RNT-007-001,WPLAN-003,RPLAN-002,30,234,21.923,1352.3,9360.0,10712.3,PASS,
2026-09,APT-007-002,HYD-EAST,WTR-007-002,RNT-007-002,WPLAN-001,RPLAN-003,30,250,18.421,794.74,13333.33,14128.07,PASS,
2026-09,APT-007-003,HYD-EAST,WTR-007-003,RNT-007-003,WPLAN-002,RPLAN-002,30,239,18.395,935.8,9560.0,10495.8,PASS,
2026-09,APT-007-004,HYD-EAST,WTR-007-004,RNT-007-004,WPLAN-001,RPLAN-003,30,227,17.739,770.86,12106.67,12877.53,PASS,
2026-09,APT-007-005,HYD-EAST,WTR-007-005,RNT-007-005,WPLAN-003,RPLAN-002,30,156,11.435,848.88,6240.0,7088.88,PASS,
2026-09,APT-007-006,HYD-EAST,WTR-007-006,RNT-007-006,WPLAN-003,RPLAN-002,30,247,16.857,1109.14,9880.0,10989.14,PASS,
2026-09,APT-007-007,HYD-EAST,WTR-007-007,RNT-007-007,WPLAN-002,RPLAN-002,30,234,21.589,1063.56,9360.0,10423.56,PASS,
2026-09,APT-007-008,HYD-EAST,WTR-007-008,RNT-007-008,WPLAN-001,RPLAN-003,30,174,16.434,725.19,9280.0,10005.19,PASS,
2026-09,APT-007-009,HYD-EAST,WTR-007-009,RNT-007-009,WPLAN-001,RPLAN-002,30,181,15.131,679.58,7240.0,7919.58,PASS,
2026-09,APT-007-010,HYD-EAST,WTR-007-010,RNT-007-010,WPLAN-003,RPLAN-003,30,257,21.779,1345.39,13706.67,15052.06,PASS,
2026-09,APT-007-011,HYD-EAST,WTR-007-011,RNT-007-011,WPLAN-002,RPLAN-003,30,219,18.837,953.48,11680.0,12633.48,PASS,
2026-09,APT-007-012,HYD-EAST,WTR-007-012,RNT-007-012,WPLAN-002,RPLAN-002,30,200,22.83,1113.2,8000.0,9113.2,PASS,
2026-09,APT-007-013,HYD-EAST,WTR-007-013,RNT-007-013,WPLAN-002,RPLAN-002,30,219,11.202,648.08,8760.0,9408.08,PASS,
2026-09,APT-007-014,HYD-EAST,WTR-007-014,RNT-007-014,WPLAN-003,RPLAN-001,30,246,21.569,1335.31,6560.0,7895.31,PASS,
2026-09,APT-007-015,HYD-EAST,WTR-007-015,RNT-007-015,WPLAN-003,RPLAN-001,30,218,11.552,854.5,5813.33,6667.83,PASS,
2026-09,APT-007-016,HYD-EAST,WTR-007-016,RNT-007-016,WPLAN-003,RPLAN-002,30,164,21.017,1308.82,6560.0,7868.82,PASS,
2026-09,APT-007-017,HYD-EAST,WTR-007-017,RNT-007-017,WPLAN-003,RPLAN-003,30,203,12.402,895.3,10826.67,11721.97,PASS,
2026-09,APT-007-018,HYD-EAST,WTR-007-018,RNT-007-018,WPLAN-003,RPLAN-002,30,141,18.099,1168.75,5640.0,6808.75,PASS,
2026-09,APT-007-019,HYD-EAST,WTR-007-019,RNT-007-019,WPLAN-001,RPLAN-003,30,233,20.633,872.16,12426.67,13298.83,PASS,
2026-09,APT-007-020,HYD-EAST,WTR-007-020,RNT-007-020,WPLAN-002,RPLAN-001,30,159,22.398,1095.92,4240.0,5335.92,PASS,
2026-09,APT-007-021,HYD-EAST,WTR-007-021,RNT-007-021,WPLAN-002,RPLAN-001,30,190,16.202,848.08,5066.67,5914.75,PASS,
2026-09,APT-007-022,HYD-EAST,WTR-007-022,RNT-007-022,WPLAN-002,RPLAN-002,30,201,16.97,878.8,8040.0,8918.8,PASS,
2026-09,APT-007-023,HYD-EAST,WTR-007-023,RNT-007-023,WPLAN-002,RPLAN-002,30,229,22.417,1096.68,9160.0,10256.68,PASS,
2026-09,APT-007-024,HYD-EAST,WTR-007-024,RNT-007-024,WPLAN-002,RPLAN-003,30,200,10.732,629.28,10666.67,11295.95,PASS,
2026-09,APT-007-025,HYD-EAST,WTR-007-025,RNT-007-025,WPLAN-003,RPLAN-001,30,213,19.565,1239.12,5680.0,6919.12,PASS,
2026-09,APT-007-026,HYD-EAST,WTR-007-026,RNT-007-026,WPLAN-003,RPLAN-002,30,178,21.387,1326.58,7120.0,8446.58,PASS,
2026-09,APT-007-027,HYD-EAST,WTR-007-027,RNT-007-027,WPLAN-002,RPLAN-003,30,178,17.597,903.88,9493.33,10397.21,PASS,
2026-09,APT-007-028,HYD-EAST,WTR-007-028,RNT-007-028,WPLAN-001,RPLAN-001,30,159,21.731,910.58,4240.0,5150.58,PASS,
2026-09,APT-007-029,HYD-EAST,WTR-007-029,RNT-007-029,WPLAN-001,RPLAN-003,30,155,16.873,740.56,8266.67,9007.23,PASS,
2026-09,APT-007-030,HYD-EAST,WTR-007-030,RNT-007-030,WPLAN-002,RPLAN-001,30,181,11.57,662.8,4826.67,5489.47,PASS,
2026-09,APT-007-031,HYD-EAST,WTR-007-031,RNT-007-031,WPLAN-001,RPLAN-001,30,147,20.307,860.74,3920.0,4780.74,PASS,
2026-09,APT-007-032,HYD-EAST,WTR-007-032,RNT-007-032,WPLAN-002,RPLAN-002,30,192,10.641,625.64,7680.0,8305.64,PASS,
2026-09,APT-007-033,HYD-EAST,WTR-007-033,RNT-007-033,WPLAN-001,RPLAN-002,30,249,22.839,949.36,9960.0,10909.36,PASS,
2026-09,APT-007-034,HYD-EAST,WTR-007-034,RNT-007-034,WPLAN-001,RPLAN-003,30,241,21.042,886.47,12853.33,13739.8,PASS,
2026-09,APT-007-035,HYD-EAST,WTR-007-035,RNT-007-035,WPLAN-001,RPLAN-003,30,238,12.338,581.83,12693.33,13275.16,PASS,
2026-09,APT-007-036,HYD-EAST,WTR-007-036,RNT-007-036,WPLAN-002,RPLAN-001,30,233,22.346,1093.84,6213.33,7307.17,PASS,
2026-09,APT-007-037,HYD-EAST,WTR-007-037,RNT-007-037,WPLAN-002,RPLAN-001,30,231,16.227,849.08,6160.0,7009.08,PASS,
2026-09,APT-007-038,HYD-EAST,WTR-007-038,RNT-007-038,WPLAN-003,RPLAN-002,30,200,19.651,1243.25,8000.0,9243.25,PASS,
2026-09,APT-007-039,HYD-EAST,WTR-007-039,RNT-007-039,WPLAN-002,RPLAN-001,30,221,20.38,1015.2,5893.33,6908.53,PASS,
2026-09,APT-007-040,HYD-EAST,WTR-007-040,RNT-007-040,WPLAN-002,RPLAN-003,30,235,19.99,999.6,12533.33,13532.93,PASS,
2026-09,APT-007-041,HYD-EAST,WTR-007-041,RNT-007-041,WPLAN-003,RPLAN-001,30,233,11.651,859.25,6213.33,7072.58,PASS,
2026-09,APT-007-042,HYD-EAST,WTR-007-042,RNT-007-042,WPLAN-001,RPLAN-002,30,201,11.482,551.87,8040.0,8591.87,PASS,
2026-09,APT-007-043,HYD-EAST,WTR-007-043,RNT-007-043,WPLAN-003,RPLAN-002,30,166,11.903,871.34,6640.0,7511.34,PASS,
2026-09,APT-007-044,HYD-EAST,WTR-007-044,RNT-007-044,WPLAN-003,RPLAN-003,30,218,16.644,1098.91,11626.67,12725.58,PASS,
