assignment_id,apartment_id,service_type,device_id,plan_id,effective_from,effective_to,assignment_status
ASG-R-003-018,APT-003-018,RENTAL,RNT-003-018,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-019,APT-003-019,WATER,WTR-003-019,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-019,APT-003-019,RENTAL,RNT-003-019,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-020,APT-003-020,WATER,WTR-003-020,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-020,APT-003-020,RENTAL,RNT-003-020,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-021,APT-003-021,WATER,WTR-003-021,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-021,APT-003-021,RENTAL,RNT-003-021,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-022,APT-003-022,WATER,WTR-003-022,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-022,APT-003-022,RENTAL,RNT-003-022,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-023,APT-003-023,WATER,WTR-003-023,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-023,APT-003-023,RENTAL,RNT-003-023,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-024,APT-003-024,WATER,WTR-003-024,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-024,APT-003-024,RENTAL,RNT-003-024,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-025,APT-003-025,WATER,WTR-003-025,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-025,APT-003-025,RENTAL,RNT-003-025,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-026,APT-003-026,WATER,WTR-003-026,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-026,APT-003-026,RENTAL,RNT-003-026,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-027,APT-003-027,WATER,WTR-003-027,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-027,APT-003-027,RENTAL,RNT-003-027,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-028,APT-003-028,WATER,WTR-003-028,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-028,APT-003-028,RENTAL,RNT-003-028,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-029,APT-003-029,WATER,WTR-003-029,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-029,APT-003-029,RENTAL,RNT-003-029,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-030,APT-003-030,WATER,WTR-003-030,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-030,APT-003-030,RENTAL,RNT-003-030,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-031,APT-003-031,WATER,WTR-003-031,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-031,APT-003-031,RENTAL,RNT-003-031,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-032,APT-003-032,WATER,WTR-003-032,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-032,APT-003-032,RENTAL,RNT-003-032,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-033,APT-003-033,WATER,WTR-003-033,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-033,APT-003-033,RENTAL,RNT-003-033,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-034,APT-003-034,WATER,WTR-003-034,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-034,APT-003-034,RENTAL,RNT-003-034,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-035,APT-003-035,WATER,WTR-003-035,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-035,APT-003-035,RENTAL,RNT-003-035,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-036,APT-003-036,WATER,WTR-003-036,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-036,APT-003-036,RENTAL,RNT-003-036,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-037,APT-003-037,WATER,WTR-003-037,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-037,APT-003-037,RENTAL,RNT-003-037,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-038,APT-003-038,WATER,WTR-003-038,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-038,APT-003-038,RENTAL,RNT-003-038,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-039,APT-003-039,WATER,WTR-003-039,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-039,APT-003-039,RENTAL,RNT-003-039,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-040,APT-003-040,WATER,WTR-003-040,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-040,APT-003-040,RENTAL,RNT-003-040,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-041,APT-003-041,WATER,WTR-003-041,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-041,APT-003-041,RENTAL,RNT-003-041,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-042,APT-003-042,WATER,WTR-003-042,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-042,APT-003-042,RENTAL,RNT-003-042,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-043,APT-003-043,WATER,WTR-003-043,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-043,APT-003-043,RENTAL,RNT-003-043,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-044,APT-003-044,WATER,WTR-003-044,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-044,APT-003-044,RENTAL,RNT-003-044,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-045,APT-003-045,WATER,WTR-003-045,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-045,APT-003-045,RENTAL,RNT-003-045,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-046,APT-003-046,WATER,WTR-003-046,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-046,APT-003-046,RENTAL,RNT-003-046,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-047,APT-003-047,WATER,WTR-003-047,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-047,APT-003-047,RENTAL,RNT-003-047,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-048,APT-003-048,WATER,WTR-003-048,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-048,APT-003-048,RENTAL,RNT-003-048,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-049,APT-003-049,WATER,WTR-003-049,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-049,APT-003-049,RENTAL,RNT-003-049,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-003-050,APT-003-050,WATER,WTR-003-050,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-003-050,APT-003-050,RENTAL,RNT-003-050,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-001,APT-004-001,WATER,WTR-004-001,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-001,APT-004-001,RENTAL,RNT-004-001,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-002,APT-004-002,WATER,WTR-004-002,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-002,APT-004-002,RENTAL,RNT-004-002,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-003,APT-004-003,WATER,WTR-004-003,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-003,APT-004-003,RENTAL,RNT-004-003,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-004,APT-004-004,WATER,WTR-004-004,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-004,APT-004-004,RENTAL,RNT-004-004,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-005,APT-004-005,WATER,WTR-004-005,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-005,APT-004-005,RENTAL,RNT-004-005,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-006,APT-004-006,WATER,WTR-004-006,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-006,APT-004-006,RENTAL,RNT-004-006,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-007,APT-004-007,WATER,WTR-004-007,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-007,APT-004-007,RENTAL,RNT-004-007,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-008,APT-004-008,WATER,WTR-004-008,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-008,APT-004-008,RENTAL,RNT-004-008,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-009,APT-004-009,WATER,WTR-004-009,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-009,APT-004-009,RENTAL,RNT-004-009,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-010,APT-004-010,WATER,WTR-004-010,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-010,APT-004-010,RENTAL,RNT-004-010,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-011,APT-004-011,WATER,WTR-004-011,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-011,APT-004-011,RENTAL,RNT-004-011,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-012,APT-004-012,WATER,WTR-004-012,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-012,APT-004-012,RENTAL,RNT-004-012,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-013,APT-004-013,WATER,WTR-004-013,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-013,APT-004-013,RENTAL,RNT-004-013,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-014,APT-004-014,WATER,WTR-004-014,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-014,APT-004-014,RENTAL,RNT-004-014,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-015,APT-004-015,WATER,WTR-004-015,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-015,APT-004-015,RENTAL,RNT-004-015,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-016,APT-004-016,WATER,WTR-004-016,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-016,APT-004-016,RENTAL,RNT-004-016,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-017,APT-004-017,WATER,WTR-004-017,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-017,APT-004-017,RENTAL,RNT-004-017,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-018,APT-004-018,WATER,WTR-004-018,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-018,APT-004-018,RENTAL,RNT-004-018,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-019,APT-004-019,WATER,WTR-004-019,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-019,APT-004-019,RENTAL,RNT-004-019,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-020,APT-004-020,WATER,WTR-004-020,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-020,APT-004-020,RENTAL,RNT-004-020,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-021,APT-004-021,WATER,WTR-004-021,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-021,APT-004-021,RENTAL,RNT-004-021,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-022,APT-004-022,WATER,WTR-004-022,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-022,APT-004-022,RENTAL,RNT-004-022,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-023,APT-004-023,WATER,WTR-004-023,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-023,APT-004-023,RENTAL,RNT-004-023,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-024,APT-004-024,WATER,WTR-004-024,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-024,APT-004-024,RENTAL,RNT-004-024,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-025,APT-004-025,WATER,WTR-004-025,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-025,APT-004-025,RENTAL,RNT-004-025,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-026,APT-004-026,WATER,WTR-004-026,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-026,APT-004-026,RENTAL,RNT-004-026,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-027,APT-004-027,WATER,WTR-004-027,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-027,APT-004-027,RENTAL,RNT-004-027,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-028,APT-004-028,WATER,WTR-004-028,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-028,APT-004-028,RENTAL,RNT-004-028,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-029,APT-004-029,WATER,WTR-004-029,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-029,APT-004-029,RENTAL,RNT-004-029,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-030,APT-004-030,WATER,WTR-004-030,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-030,APT-004-030,RENTAL,RNT-004-030,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-031,APT-004-031,WATER,WTR-004-031,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-031,APT-004-031,RENTAL,RNT-004-031,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-032,APT-004-032,WATER,WTR-004-032,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-032,APT-004-032,RENTAL,RNT-004-032,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-033,APT-004-033,WATER,WTR-004-033,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-033,APT-004-033,RENTAL,RNT-004-033,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-034,APT-004-034,WATER,WTR-004-034,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-034,APT-004-034,RENTAL,RNT-004-034,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-035,APT-004-035,WATER,WTR-004-035,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-035,APT-004-035,RENTAL,RNT-004-035,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-036,APT-004-036,WATER,WTR-004-036,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-036,APT-004-036,RENTAL,RNT-004-036,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-037,APT-004-037,WATER,WTR-004-037,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-037,APT-004-037,RENTAL,RNT-004-037,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-038,APT-004-038,WATER,WTR-004-038,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-038,APT-004-038,RENTAL,RNT-004-038,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-039,APT-004-039,WATER,WTR-004-039,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-039,APT-004-039,RENTAL,RNT-004-039,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-040,APT-004-040,WATER,WTR-004-040,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-040,APT-004-040,RENTAL,RNT-004-040,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-041,APT-004-041,WATER,WTR-004-041,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-041,APT-004-041,RENTAL,RNT-004-041,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-042,APT-004-042,WATER,WTR-004-042,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-042,APT-004-042,RENTAL,RNT-004-042,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-043,APT-004-043,WATER,WTR-004-043,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-043,APT-004-043,RENTAL,RNT-004-043,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-044,APT-004-044,WATER,WTR-004-044,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-044,APT-004-044,RENTAL,RNT-004-044,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-045,APT-004-045,WATER,WTR-004-045,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-045,APT-004-045,RENTAL,RNT-004-045,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-046,APT-004-046,WATER,WTR-004-046,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-046,APT-004-046,RENTAL,RNT-004-046,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-047,APT-004-047,WATER,WTR-004-047,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-047,APT-004-047,RENTAL,RNT-004-047,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-048,APT-004-048,WATER,WTR-004-048,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-048,APT-004-048,RENTAL,RNT-004-048,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-049,APT-004-049,WATER,WTR-004-049,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-049,APT-004-049,RENTAL,RNT-004-049,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-004-050,APT-004-050,WATER,WTR-004-050,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-004-050,APT-004-050,RENTAL,RNT-004-050,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-001,APT-005-001,WATER,WTR-005-001,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-001,APT-005-001,RENTAL,RNT-005-001,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-002,APT-005-002,WATER,WTR-005-002,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-002,APT-005-002,RENTAL,RNT-005-002,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-003,APT-005-003,WATER,WTR-005-003,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-003,APT-005-003,RENTAL,RNT-005-003,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-004,APT-005-004,WATER,WTR-005-004,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-004,APT-005-004,RENTAL,RNT-005-004,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-005,APT-005-005,WATER,WTR-005-005,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-005,APT-005-005,RENTAL,RNT-005-005,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-006,APT-005-006,WATER,WTR-005-006,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-006,APT-005-006,RENTAL,RNT-005-006,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-007,APT-005-007,WATER,WTR-005-007,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-007,APT-005-007,RENTAL,RNT-005-007,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-008,APT-005-008,WATER,WTR-005-008,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-008,APT-005-008,RENTAL,RNT-005-008,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-009,APT-005-009,WATER,WTR-005-009,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-009,APT-005-009,RENTAL,RNT-005-009,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-010,APT-005-010,WATER,WTR-005-010,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-010,APT-005-010,RENTAL,RNT-005-010,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-011,APT-005-011,WATER,WTR-005-011,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-011,APT-005-011,RENTAL,RNT-005-011,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-012,APT-005-012,WATER,WTR-005-012,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-012,APT-005-012,RENTAL,RNT-005-012,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-013,APT-005-013,WATER,WTR-005-013,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-013,APT-005-013,RENTAL,RNT-005-013,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-014,APT-005-014,WATER,WTR-005-014,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-014,APT-005-014,RENTAL,RNT-005-014,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-015,APT-005-015,WATER,WTR-005-015,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-015,APT-005-015,RENTAL,RNT-005-015,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-016,APT-005-016,WATER,WTR-005-016,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-016,APT-005-016,RENTAL,RNT-005-016,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-017,APT-005-017,WATER,WTR-005-017,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-017,APT-005-017,RENTAL,RNT-005-017,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-018,APT-005-018,WATER,WTR-005-018,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-018,APT-005-018,RENTAL,RNT-005-018,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-019,APT-005-019,WATER,WTR-005-019,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-019,APT-005-019,RENTAL,RNT-005-019,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-020,APT-005-020,WATER,WTR-005-020,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-020,APT-005-020,RENTAL,RNT-005-020,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-021,APT-005-021,WATER,WTR-005-021,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-021,APT-005-021,RENTAL,RNT-005-021,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-022,APT-005-022,WATER,WTR-005-022,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-022,APT-005-022,RENTAL,RNT-005-022,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-023,APT-005-023,WATER,WTR-005-023,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-023,APT-005-023,RENTAL,RNT-005-023,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-024,APT-005-024,WATER,WTR-005-024,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-024,APT-005-024,RENTAL,RNT-005-024,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-025,APT-005-025,WATER,WTR-005-025,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-025,APT-005-025,RENTAL,RNT-005-025,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-026,APT-005-026,WATER,WTR-005-026,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-026,APT-005-026,RENTAL,RNT-005-026,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-027,APT-005-027,WATER,WTR-005-027,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-027,APT-005-027,RENTAL,RNT-005-027,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-028,APT-005-028,WATER,WTR-005-028,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-028,APT-005-028,RENTAL,RNT-005-028,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-029,APT-005-029,WATER,WTR-005-029,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-029,APT-005-029,RENTAL,RNT-005-029,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-030,APT-005-030,WATER,WTR-005-030,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-030,APT-005-030,RENTAL,RNT-005-030,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-031,APT-005-031,WATER,WTR-005-031,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-031,APT-005-031,RENTAL,RNT-005-031,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-032,APT-005-032,WATER,WTR-005-032,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-032,APT-005-032,RENTAL,RNT-005-032,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-033,APT-005-033,WATER,WTR-005-033,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-033,APT-005-033,RENTAL,RNT-005-033,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-034,APT-005-034,WATER,WTR-005-034,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-034,APT-005-034,RENTAL,RNT-005-034,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-035,APT-005-035,WATER,WTR-005-035,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-035,APT-005-035,RENTAL,RNT-005-035,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-036,APT-005-036,WATER,WTR-005-036,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
